SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName	Order
SEQ	bison_bison_bison	ENSBBBP00000008692	KN265201.1	635565	639123	1	ENSBBBG00000016703	ACTL8	american_bison	artiodactyla
SEQ	sus_scrofa	ENSSSCP00000019851	6	76312591	76358794	1	ENSSSCG00000024062	ACTL8	wild_boar	artiodactyla
SEQ	camelus_dromedarius	ENSCDRP00005008475	13	12450149	12454026	1	ENSCDRG00005005983	ACTL8	arabian_camel	artiodactyla
SEQ	moschus_moschiferus	ENSMMSP00000009105	PVHU020014504.1	9957429	9960880	-1	ENSMMSG00000007058	ACTL8	siberian_musk_deer	artiodactyla
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000005395	8	1266026	1346323	1	ENSCHYG00000003386	ACTL8	central_asian_red_deer	artiodactyla
SEQ	panthera_pardus	ENSPPRP00000012823	KV860309.1	14838500	14843051	1	ENSPPRG00000006240	ACTL8	leopard	carnivora
SEQ	ailuropoda_melanoleuca	ENSAMEP00000000889	GL193091.1	816650	819525	1	ENSAMEG00000000863	ACTL8	giant_panda	carnivora
SEQ	panthera_leo	ENSPLOP00000020910	C2	202989073	202992123	-1	ENSPLOG00000015322	ACTL8	lion	carnivora
SEQ	lynx_canadensis	ENSLCNP00005016610	C1	12540157	12543763	1	ENSLCNG00005010952	ACTL8	canadian_lynx	carnivora
SEQ	canis_lupus_familiaris	ENSCAFP00000022954	2	80560311	80564127	-1	ENSCAFG00000015610	ACTL8	domestic_dog	carnivora
SEQ	felis_catus	ENSFCAP00000009461	C1	12784789	12816216	1	ENSFCAG00000010189	ACTL8	domestic_cat	carnivora
SEQ	zalophus_californianus	ENSZCAP00015032663	4	12699696	12758268	1	ENSZCAG00015020548	ACTL8	cali_sea_lion	carnivora
SEQ	vulpes_vulpes	ENSVVUP00000040893	NBDQ01000089.1	5055842	5074693	1	ENSVVUG00000029113	ACTL8	red_fox	carnivora
SEQ	delphinapterus_leucas	ENSDLEP00000009358	ML702061.1	10322496	10325505	-1	ENSDLEG00000006842	ACTL8	beluga_whale	cetacea
SEQ	pteropus_vampyrus	ENSPVAP00000010855	GeneScaffold_347	222235	224308	1	ENSPVAG00000011517	ACTL8	large_flying_fox	chiroptera
SEQ	dasypus_novemcinctus	ENSDNOP00000022466	JH568334.1	1006386	1018787	1	ENSDNOG00000040121	ACTL8	nine_banded_armadillo	cingulata
SEQ	sorex_araneus	ENSSARP00000000809	GeneScaffold_2191	535	44067	1	ENSSARG00000000875	NULL	european_shrew	eulipotyphyla
SEQ	procavia_capensis	ENSPCAP00000011616	scaffold_73512	1702	5387	-1	ENSPCAG00000012494	ACTL8	cape_rock_hyrax	hyracoidea
SEQ	ochotona_princeps	ENSOPRP00000015683	GeneScaffold_424	167224	169237	1	ENSOPRG00000017188	ACTL8	american_pika	lagomorpha
SEQ	equus_caballus	ENSECAP00000002481	2	36123356	36127670	-1	ENSECAG00000003631	ACTL8	domestic_horse	perissodactyla
SEQ	choloepus_hoffmanni	ENSCHOP00000000221	GeneScaffold_2445	341	5239	1	ENSCHOG00000000255	ACTL8	Hoffmanns_two_fingered_sloth	pilosa
SEQ	pan_troglodytes	ENSPTRP00000000445	1	16776019	16780070	1	ENSPTRG00000000249	ACTL8	chimpanzee	primates
SEQ	aotus_nancymaae	ENSANAP00000001318	KZ207330.1	4060846	4064295	1	ENSANAG00000011638	ACTL8	mas_night_monkey	primates
SEQ	nomascus_leucogenys	ENSNLEP00000009493	24	16480235	16484299	1	ENSNLEG00000007803	ACTL8	gibbon	primates
SEQ	gorilla_gorilla	ENSGGOP00000014341	1	17668145	17672248	1	ENSGGOG00000014704	ACTL8	gorilla	primates
SEQ	papio_anubis	ENSPANP00000002809	1	16158411	16161930	1	ENSPANG00000006764	ACTL8	olive_baboon	primates
SEQ	callithrix_jacchus	ENSCJAP00000075542	NTIC01036611.1	103244344	103259563	-1	ENSCJAG00000007579	ACTL8	white_tufted_ear_marmoset	primates
SEQ	cercocebus_atys	ENSCATP00000024426	KQ010897.1	1459352	1480235	-1	ENSCATG00000035731	ACTL8	sooty_mangabey	primates
SEQ	macaca_fascicularis	ENSMFAP00000039284	1	210660477	210664577	-1	ENSMFAG00000040642	ACTL8	crab_eating_macaque	primates
SEQ	mandrillus_leucophaeus	ENSMLEP00000000665	KN977964.1	416593	420660	-1	ENSMLEG00000002303	ACTL8	drill	primates
SEQ	loxodonta_africana	ENSLAFP00000003085	scaffold_26	4862193	4865742	-1	ENSLAFG00000003703	ACTL8	african_savanna_elephant	proboscidea
SEQ	cavia_aperea	ENSCAPP00000001811	AVPZ01000178.1	17025952	17028982	-1	ENSCAPG00000003828	ACTL8	brazilian_guinea_pig	rodentia
SEQ	chinchilla_lanigera	ENSCLAP00000018182	JH721987.1	1217943	1274466	-1	ENSCLAG00000012471	ACTL8	long_tailed_chinchilla	rodentia
SEQ	tupaia_belangeri	ENSTBEP00000014870	scaffold_127000	309435	312785	-1	ENSTBEG00000017115	ACTL8	nothern_tree_shrew	scandentia
